species_work,priority,plant_growth_form,life_history,woodiness,fruit_type,fruit_fleshiness,fruit_fleshiness_source,fruit_colour,growth_substrate,plant_height,seed_dry_mass,leaf_mass_per_area,leaf_length,leaf_width,leaf_area,leaf_N_per_dry_mass,seed_length,seed_width,fruit_length,fruit_width,wood_density
Hoya anulata,,climber_herbaceous,perennial,semi-woody,follicle,dry,AusTraits consensus,,,,,,53.4,31.6,,,4.47,1.22,99,,
Hoya revoluta,,climber_herbaceous,perennial,semi-woody,follicle,dry,AusTraits consensus,,,,,,54.8,21.2,,,3.87,1.41,165,5,
Humata pectinata,,fern,perennial,herbaceous,,,,,,,,,159,,,,,,,,
Hygrophila angustifolia,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,1,,,59.8,4.6,,,,12.2,12.6,,
Hypolytrum compactum,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,1,,,,,,,,,,,
Hypserpa decumbens,,climber_woody,perennial,woody,drupe,fleshy,AusTraits consensus,red,,41,190,38.6,67.3,29.6,7830,16.2,4.9,4,6.32,6.12,0.67
Hypserpa laurina,,climber_woody,perennial,woody,drupe,fleshy,AusTraits consensus,red,,,90.4,,100,38.7,6180,,8.94,5.48,11.6,12.2,
Ichnocarpus frutescens,,climber_woody,perennial,woody,follicle,dry fleshy,AusTraits consensus,,,29,27,36.2,48.7,36.1,4090,,9.41,,86.1,5,0.527
Ipomoea aquatica,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,aquatic,,43.7,,80.6,36.3,,,7,,11.4,11.4,
Ipomoea mauritiana,,climber_herbaceous,perennial,herbaceous,capsule,dry,AusTraits consensus,,,,30.1,,104,126,,,6.93,3.46,11.2,12.2,
Ipomoea plebeia,,climber_herbaceous,annual,herbaceous,capsule,dry,AusTraits consensus,,,,12.1,,49.2,25.6,,,6.16,3.46,8.43,8.57,
Ischaemum fragile,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.1,,,177,4.58,585,,,,2.5,,
Ischaemum polystachyum,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,1.2,,,140,14,,,,,,,
Ischaemum tropicum,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.2,,,126,2.83,252,,,,,,
Isotoma gulliveri,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,,,,,,,,,,,,
Lecanopteris sinuosa,,fern,perennial,herbaceous,,,,,,0.3,,,179,15.8,,,,,,,
Lechenaultia filiformis,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.45,,,17,0.866,,,3,1,44.5,1.94,
Leptaspis banksii,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1,,,93.9,19,3560,,,,,,
Leucopogon ruscifolius,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,,,5,,,8.06,3.87,,,2,2,5,4,
Leucopogon yorkensis,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,,,10,,,8.49,1.73,,,3.16,3.16,4.24,4.24,
Licuala ramsayi,,palmoid,perennial,semi-woody,drupe,fleshy,AusTraits consensus,orange red,,20,70,81.2,2830,1470,349000,13.4,8,,10.4,9.55,0.529
Limnophila fragrans,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,aquatic terrestrial,0.5,0.0235,,15.5,9.59,,,0.367,,3,,
Bonnaya ciliata,,herb,annual,herbaceous,,,,,,0.13,,,,,,,,,,,
Torenia crustacea,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,,,,,,,,,,,
Lindernia scapigera,,herb,annual,herbaceous,,,,,,0.35,,,,,,,,,,,
Bonnaya tenuifolia,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,semiaquatic,0.35,,,37.1,4.47,,,,,,,
Lindsaea brachypoda,,fern,perennial,herbaceous,,,,,terrestrial,,,42.43644964246393,30.8,7.54,,,,,,,
Lindsaea media,,fern,perennial,herbaceous,,,,,,,,,6.32,5.13,,,,,,,
Lithomyrtus retusa,,shrub tree,perennial,woody,berry,fleshy,new flora data,purple,,3,,,22.9,3.24,,,4.24,,4.24,4.24,
Litsea breviumbellata,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black,,20,,,59.7,23.2,,,8.94,6,11.4,9.25,0.42
Lobelia dioica,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,0.00759,,13.2,4.58,,,,,,,
Lobelia stenophylla,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.4,,,15.8,2,,,,,4,,
Lomandra banksii,,shrub,perennial,semi-woody,capsule,dry,AusTraits consensus,,,3,29.4,,300,7.07,,,,,7.75,8.94,
Luisia atacta,,herb,perennial,herbaceous,,,,,epiphyte,0.2,,,100,4.47,,,,,,,
Lygodium flexuosum,,fern,perennial,herbaceous,,,,,,,,,42.4,14.7,,,,,,,
Macaranga involucrata,,tree,perennial,woody,capsule,dry,AusTraits consensus,green,,12,33,60.3,133,93.4,14600,20.7,4.73,4.47,8.94,8.94,0.453
Macroptilium lathyroides,,herb,annual,herbaceous,legume,dry,Inferred from fruit type,brown,,1.5,7.239806763303163,,50.5,18.8,,,3.24,2.5,91.9,3,
Mallotus mollissimus,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,10,20.5,63,116,74.2,27400,35.2,3.87,3.87,6.32,7.48,0.419
Mallotus philippensis,,tree,perennial,woody,capsule,dry,AusTraits consensus,black red,,10,19.7,55.9,89.9,50.1,,23.6,3.35,2.22,5.57,7.54,0.607
Mallotus resinosus,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,6,,68.92191217345035,79.4,40.6,,,4.73,4.47,5.92,11.4,
Manilkara kanosiensis,,tree,perennial,woody,,,,,,,,,,,,,,,,,
Maniltoa lenticellata,,tree,perennial,woody,legume legume_indehiscent,dry,AusTraits consensus,,,22,,,55.9,24.4,,,41,24.5,38.1,27.6,
Maranthes corymbosa,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,purple red,,25,,,98,34.7,,11,38.3,12,28.8,15.6,0.812
Leichhardtia connivens,,climber_herbaceous,perennial,herbaceous,follicle,dry,AusTraits consensus,,,,,,21.1,10.7,,,5.48,2.45,46.7,5.92,
Gymnema tricholepis,,climber_woody,perennial,woody,follicle,dry,AusTraits consensus,,,,,,47.3,27.9,,,5.48,2.45,54.8,42.4,
Meiogyne trichocarpa,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,,,10,,,66.3,27.4,,,9.54,7.75,21.9,14.5,
Melaleuca acacioides,,shrub tree,perennial,woody,capsule,dry,Inferred from fruit type,,,5,0.337,,34.6,7.48,,,,,,,
Melaleuca argentea,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,20,0.254,198,86,11.2,,6.03,1,1,3.31,3.66,0.713
Melaleuca saligna,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,15,0.4,,73.5,8.37,,,1.41,1.41,,,
Melicope peninsularis,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,10,,,124,56.1,,,4.47,3.46,11.1,16.5,
Melochia corchorifolia,,herb,annual perennial,semi-woody,capsule,dry,Inferred from fruit type,,,1,3.22,,37.9,17.8,,,1.79,1.6,3.15,3.2,
Uvaria scabridula,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,,,0.16,,,57.7,33.4,,,8.94,5.48,30.8,19,
Distimake quinatus,,climber_herbaceous,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,,47,,40.2,14.1,,,,,13.4,15.5,
Miliusa traceyi,,tree,perennial,woody,berry,fleshy,AusTraits consensus,,,12,,,67.5,33.8,,,7,6,11.6,11.8,
Mischocarpus lachnocarpus,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,orange red yellow,,20,47.4,92.6,81.2,38.1,3980,15,7.48,4.47,15.4,10.1,0.637
Mischocarpus stipitatus,,tree,perennial,woody,capsule,dry,AusTraits consensus,red,,15,21.9,,89.3,34.6,,,7.75,6.48,21.1,11.3,0.708
Mnesithea formosa,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,0.6,4.62,,34.6,1.86,97.5,,,,,,
Coelospermum decipiens,,climber_woody,perennial,woody,drupe,fleshy,AusTraits consensus,,,2,,,91.7,57.7,,,9.74,3,18.6,15.5,
Mucuna pruriens,,climber_herbaceous,annual perennial,herbaceous,legume,dry,Inferred from fruit type,,,,632.7541630660161,,,,,,,,,,
Murdannia gigantea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.6,4.47,,,,,,,,,,
Murdannia vaginata,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.6,,,,,,,,,,,
Murraya paniculata,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,red,,5,75,99.9,40.3,21.6,1950,,8.09,5.69,11.6,9.57,0.698
Myristica insipida,,tree,perennial,woody,capsule drupe,dry fleshy,AusTraits consensus,,,20,1610,85.4,131,52.2,8380,17.8,22.4,11.4,33.6,19.4,0.458
Myrsine urceolata,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black purple,,9,13.1,,105,33.5,,,3,3,3.46,3.46,
Neolitsea brassii,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,red,,25,,,99.1,44.4,,,7.75,6.32,10.4,8.84,
Neololeba atra,,palmoid,perennial,semi-woody,caryopsis,dry,AusTraits consensus,,,8,,,59.5,63.6,15200,,,,,,
Nephrolepis biserrata,,fern,perennial,herbaceous,,,,,,1,,58.0349370320933,92.1,16.4,,,,,,,
Nervilia holochila,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.35,,,136,57.9,,,,,,,
Nervilia peltata,,herb,perennial,herbaceous,,,,,terrestrial,2,,,,30,,,,,,,
Normanbya normanbyi,,palmoid,perennial,semi-woody,drupe,fleshy,AusTraits consensus,,,30,,103,450,,9770,17.4,35,25,38.7,,0.721
Nymphoides exiliflora,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,aquatic,,,,12.6,14.1,,,0.5,0.5,,,
Nymphoides triangularis,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,,,,,,,,,,,,
Oplismenus compositus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,1,36.4963503649635,69.3,14.7,1370,,,,,,
Orthosiphon aristatus,,herb,perennial,herbaceous,mericarp nut,dry,AusTraits consensus,,,0.5,,,69.3,30,,,,,2,,
Palaquium galactoxylon,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,30,1200,79.5,98,38.7,4220,21.4,29.6,11.2,34.6,19,0.469
Pandanus zea,,palmoid,perennial,woody,drupe multiple_fruit,fleshy,Inferred from fruit type,,,12,,,1860,49.5,,,13.9,,20,5.57,
Aristolochia ornithopterae,,climber_herbaceous,perennial,herbaceous,berry capsule utricle,dry fleshy,AusTraits consensus,,,,,,124,15.4,,,5.15,4.23,18.6,12,
Falcataria toona,,tree,perennial,woody,legume,dry,AusTraits consensus,,,24,,44.2,5.61,1.22,13.2,,8.85,7.71,120,23.9,0.597
Parinari nonda,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,brown,,6,1390,124,51.4,31.5,,15,22.4,14.4,34.6,29.6,0.599
Parsonsia velutina,,climber_woody,perennial,semi-woody,capsule follicle,dry,AusTraits consensus,,,8,8.58,38.4,86.9,46.6,3670,,6.93,1.41,104,8.01,
Pavetta australiensis,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black,,7,219,,85.2,27.5,,,4.47,4.47,6.82,6.05,
Phacellothrix cladochaeta,,herb,annual,herbaceous,achene,dry,Inferred from fruit type,,,0.35,,,,,,,,,,,
Phaleria octandra,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,red,,3,109,66.7,131,51.8,,26,6.48,4.47,12.2,12.2,
Pholidota imbricata,,herb,perennial,herbaceous,,,,,,3,,,,,,,,,,,
Phragmites karka,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,black,aquatic,10,,,354,18.9,7500,,1.1,,1.22,,
Phyllanthus reticulatus,,climber_woody,perennial,woody,berry capsule,dry fleshy,AusTraits consensus,,,10,1.53,142.34939399737698,24.2,14.7,,,2.89,2.91,9,9,
Physalis minima,,herb,annual,herbaceous,berry,fleshy,AusTraits consensus,,,0.5,,,49,24.5,,,1.57,,10.6,10.6,
Pimelodendron amboinicum,,tree,perennial,woody,capsule drupe,dry fleshy,AusTraits consensus,,,35,,105.26315789473688,122,52,,,14.2,13.4,35.4,19.4,0.534
Piper caninum,,climber_herbaceous,perennial,herbaceous,berry drupe,fleshy,AusTraits consensus,brown red,epiphyte,34,26.4,27.9,123,50.3,6590,26.2,4.24,3.46,8.97,4.79,
Plectranthus scutellarioides,,herb,perennial,herbaceous,nut,dry,AusTraits consensus,,,1,0.281,,50.5,27.4,,,1,,8.06,,
Podocarpus grayae,,tree,perennial,woody,drupe strobilus,fleshy,AusTraits consensus,,,30,,,132,11.3,,,8.91,7.94,20.4,4.92,0.429
Coelospermum reticulatum,,tree,perennial,woody,drupe,fleshy,Inferred from fruit type,,,4,44,122,67.1,49,1990,10.9,,,,,0.365
Monoon australe,,tree,perennial,woody,berry,fleshy,AusTraits consensus,,,20,,,116,46.9,,,15.7,11,15.5,10.8,0.58
Huberantha nitidissima,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,,,18,470,74.5,75.7,29.5,3670,,6.48,5.48,10.6,7.35,0.457
Polyscias australiana,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,18,7.22,54.4,130,66.3,7880,20.4,5.92,2.45,7.07,6.71,0.448
Polyscias elegans,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,30,11.7,73.2,76.1,22.9,3320,18.9,2.47,2.19,5.92,5.92,0.398
Portulaca lutea,,herb,perennial,herbaceous,,,,,,0.15,,,,,,,,,,,
Planchonella chartacea,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,black purple,,12,1500,85.4,95.2,30.6,5150,,12.3,4.47,18.2,12.5,0.722
Praxelis clematidea,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,black,,1.2,,,38.7,20,,,,,2.45,,
Premna dallachyana,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,12,,,77.5,33.5,,,3.87,3.46,4.24,4.24,
Pseudopogonatherum contortum,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,1.1,0.561,,173,2.74,390,,,,,,
Psychotria loniceroides,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,white yellow,,5,8.86,78.2,73,30.2,1910,,3.33,2.46,5.83,4.9,0.69
Psychotria nesophila,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,6,,,72.1,32.2,,,4.47,3.46,6.93,6.93,
Psychotria poliostemma,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,,,5,23.5,,71.9,33.2,,,4.73,2.45,7,7,
Psydrax banksii,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,6,,,44.2,22.8,,,4.9,3.46,8.49,,
Psydrax graciliflora,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,15,,,34.6,14.1,,,2.45,2.45,3.87,3.87,
Psydrax lamprophylla,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black,,15,,74.3,104,36,2460,,4.47,3.46,8,8,0.67
Psydrax reticulata,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,6,,,47.4,41.8,,,3.46,3.46,5,7.07,
Pternandra coerulescens,,tree,perennial,woody,berry,fleshy,AusTraits consensus,black,,15,0.085,,83.7,41.8,,,1,1,7.07,7.07,
Ptychosperma macarthurii,,palmoid,perennial,semi-woody,drupe,fleshy,AusTraits consensus,red,,10,288,,560,,,,14,,17.3,12,
Pueraria lobata,,climber_herbaceous,perennial,herbaceous,legume,dry,Inferred from fruit type,,,18,,,102,80.6,,,,,67.1,,
Pycnospora lutescens,,herb,perennial,semi-woody,legume,dry,Inferred from fruit type,black,,0.6,,,26,12.2,,,4,2,8.94,4.47,
Pyrrosia longifolia,,fern,perennial,herbaceous,,,,,epiphyte,0.6,,305.6277194325026,141,15.9,3000,,,,,,
Rhodamnia australis,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,black,,8,,,73.2,36.1,,,3.46,2.45,7.48,7.94,
Rhodomyrtus macrocarpa,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,,,8,0.8,,112,46.9,15200,,10,6.48,38.7,19.4,0.743
Rhynchospora exserta,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,,,0.3,,,,,,,,,,,
Rhynchospora leae,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.35,,,,,,,,,,,
Rhynchospora pterochaeta,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,,,0.8,0.574,,,,,,,,,,
Rottboellia cochinchinensis,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,3,16.3,,18,9.02,3410,,,,3.5,,
Salomonia ciliata,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.35,,,,,,,,,,,
Sarcolobus hullsii,,climber_woody,perennial,woody,follicle,dry,AusTraits consensus,,,,,,67.1,37.4,,,8.74,2.45,114,17.3,
Cynanchum viminale,priority,climber_woody,perennial,woody,follicle,dry,AusTraits consensus,,,5,3.19,,2.45,2,17.5,,5,1.41,74.3,4.92,
Sorghum plumosum,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,3,,,228,7.44,1650,,,,3.85,,
Schoenus calostachyus,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,black brown,,0.5,3.85,,550,,,,,,3.24,1.6,
Schoenus punctatus,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.6,0.712,,,,,,,,,,
Scindapsus altissimus,,climber_herbaceous,perennial,herbaceous,berry multiple_fruit,fleshy,new flora data,,lithophyte,60,,,,,,,5,,241,26,
Diplacrum caricinum,,graminoid,annual,herbaceous,,,,,,0.15,,,,,,,,,,,
Scleria laxa,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,,,,,,,,,,,,,,
Scleria levis,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown red white,,0.9,,79.03264048051845,,6.32,,,,,3.74,2.24,
Scleria polycarpa,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,1.3,7.94,,,,,,,,,,
Scleria pygmaea,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,,,0.05,,,,,,,,,,,
Scleria rugosa,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,grey white,,0.55,1.84,,,2.83,,,,,3.46,1.61,
Scleria tricuspidata,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,grey white,,0.3,,,,,,,,,,,
Secamone auriculata,,climber_woody,perennial,woody,follicle,dry,Inferred from fruit type,,,1,,,116,67.1,,,8.37,2,,,
Secamone elliptica,,climber_woody,perennial,woody,follicle,dry,AusTraits consensus,,,,,37.8,34.3,14,520,,8.37,2,61.9,7.75,0.405
Senna alata,,shrub,perennial,woody,legume,dry,Inferred from fruit type,black brown,,4,42.61986583372475,,81.8,42.8,,,6,4.5,147,15,
Setaria australiensis,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,2.1,,,187,10.4,1890,,2.25,,2.25,,
Smilax blumei,,climber_herbaceous,perennial,herbaceous,berry,fleshy,AusTraits consensus,black purple,,20,63,,138,107,15300,,5.92,4.47,8.49,9.12,
Smilax calophylla,,climber_herbaceous,perennial,herbaceous,berry,fleshy,AusTraits consensus,black,,3,28,,100,54.8,23500,,5.23,3.46,8.49,6.45,
Smithia conferta,,shrub,annual perennial,woody,legume,dry,Inferred from fruit type,brown,,1,0.31,,9.17,2.45,,,1,1,5,,
Spermacoce papuana,,herb,,herbaceous,capsule,dry,Inferred from fruit type,,,,,,,,,,,,,,
Sterculia shillinglawii,,tree,perennial,woody,follicle,dry,AusTraits consensus,,,30,,,110,61.8,,,13.3,6.32,60,16.7,0.307
Stylidium schizanthum,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.27,,,,,,,,,,,
Syzygium angophoroides,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,purple white,,35,1100,,85.4,31.2,4200,,7.94,4.47,7.94,12,0.761
Syzygium bamagense,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,48,9060,,124,58,,,28.3,26.5,45.8,40.7,
Syzygium buettnerianum,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,25,550,,74.8,36.1,,,12.2,11,17.3,17.3,0.611
Syzygium bungadinnia,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,30,14600,,70.7,31,,,24.5,19.4,41.8,59.2,0.581
Syzygium fibrosum,,shrub tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,pink,,10,235,,80.7,39.2,,,9.46,8.94,14.1,17.5,
Syzygium forte,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,white,,25,2110,,102,46.1,,12,15.8,15.8,29,35.3,0.603
Syzygium puberulum,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,12,9990,,187,52.9,,,20,23.5,42.4,36.7,
Syzygium suborbiculare,,shrub tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,red,,15,9710,123,123,82.7,8770,12.6,40.6,22.4,45.8,50.7,0.596
Tabernaemontana orientalis,,shrub tree,perennial,woody,follicle mericarp,dry,AusTraits consensus,,,5,,,124,44.5,,,6.48,3.46,23.4,,
Tabernaemontana pandacaqui,,shrub,perennial,woody,follicle,dry fleshy,AusTraits consensus,,,3,34.6,39,85.7,33,2840,,5.16,4,29.5,8.12,0.594
Tarenna dallachiana,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,,8,,41.7,148,82.4,,,2.8,1.86,6,6,0.636
Terminalia complanata,,tree,perennial,woody,anthocarp drupe,dry fleshy,AusTraits consensus,purple red,,45,,,74.2,28.3,,,12.3,14.7,17.7,16.5,0.421
Ternstroemia cherryi,,shrub tree,perennial,woody,capsule,dry fleshy,AusTraits consensus,,,20,570,93.6,98,44.2,,,17.3,10.5,35.4,29.6,0.57
Tetracera nordtiana,,climber_woody,perennial,woody,capsule,dry,AusTraits consensus,,,28,12,54.6,70.7,42.4,3430,15.4,2,2,7.07,4.9,0.468
Themeda intermedia,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,5,,,632,7.75,3990,,,,,,
Thysanotus banksii,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.7,6.2,,346,1,,,1.73,1.73,,,
Tiliacora australiana,,climber_woody,perennial,woody,drupe,fleshy,AusTraits consensus,,,5,,,76.6,36.1,,,6.48,3.46,9.15,,
Tricoryne anceps,,herb,perennial,herbaceous,mericarp schizocarp,dry,AusTraits consensus,,,0.7,,,24.5,2.83,,,,,5.92,2.74,
Tricostularia undulata,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,,0.504,,,,,,,,,,
Cycnogeton dubium,,herb,perennial,herbaceous,follicle,dry,Inferred from fruit type,,aquatic,1.5,4.26,62,435,4,2390,,8,,10.4,6.96,
Typhonium brownii,,herb,perennial,herbaceous,berry,fleshy,AusTraits consensus,,,0.4,,,,,,,,,10,10,
Urena lobata,,herb,annual perennial,semi-woody,mericarp schizocarp,,,,,3,16,58.951287636691326,52.6,36.6,,,3.79,2.68,6.62,10,
Urochloa holosericea,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,0.7,1.17,,28.3,3.74,121,,1.37,,1.37,,
Urochloa mutica,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.25,,,134,9.02,972,,,,,,
Utricularia chrysantha,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.4,0.0116,,,,,,,,,,
Uvaria rufa,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,,,,,,116,65.1,,,10.8,5.48,34.6,24.5,
Vigna vexillata,,herb,perennial,herbaceous,legume,dry,Inferred from fruit type,brown,,4,13.2,,69.6,8.04,6650,,,,74.8,,
Haplopteris ensiformis,,fern,perennial,herbaceous,,,,,epiphyte,0.5,,,199,3.6,1440,,,,,,
Voacanga grandifolia,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,8,,,214,83.7,,,10.2,4.47,33.5,32.2,
Apowollastonia longipes,,herb,perennial,semi-woody,achene,dry,Inferred from fruit type,black grey,,1,,,54.8,34.6,,,,,2.74,1.73,
Welchiodendron longivalve,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,35,,,67.8,35.4,,,7.48,2.45,13.9,8.77,
Wilkiea rigidifolia,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black,,10,,,150,72,,,12.7,8.94,13.2,10.2,
Wrightia pubescens,,shrub tree,perennial,woody,follicle,dry,Inferred from fruit type,,,12,14.3,52,80.9,38.1,2610,32.7,11.5,1.41,218,15,
Xyris complanata,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.7,0.02,,89.7,1.87,,,1.12,1.66,,,
Zanthoxylum rhetsa,,shrub tree,perennial,woody,capsule follicle,dry,AusTraits consensus,black brown red,,26,,,93.7,27.8,,,5.73,5.48,6.48,6.48,
Zingiber zerumbet,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,2,,,,,,,4,,12,8,
Zornia muelleriana,,herb,perennial,herbaceous,legume legume_indehiscent,dry,Inferred from fruit type,,,0.25,,,17.1,7.75,,,,,,,
Zornia muriculata,,herb,perennial,herbaceous,legume,dry,Inferred from fruit type,,,0.3,1.07,,14.1,2.83,,,,,,,
Bauhinia monandra,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,brown,,12,204.60144135568171,,102,102,,,11,,196,24.5,
Ipomoea triloba,,climber_herbaceous,perennial,herbaceous,capsule,dry,AusTraits consensus,,,,3.3,,,,8280,,3.46,,7.35,7.35,
